,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor,ProcessSize,TransistorSize,DieSize
446,CPU,45.0,4.0,26.0,47.0,1600,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
447,CPU,45.0,25.0,117.0,410.0,1600,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Some useable space
448,CPU,90.0,84.0,109.0,125.0,2660,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
449,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
450,CPU,14.0,180.0,213.0,9600.0,3500,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
451,CPU,32.0,80.0,216.0,1160.0,3300,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Considerable useable space
452,CPU,130.0,24.0,100.0,77.0,1400,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
453,CPU,32.0,80.0,239.0,1170.0,2533,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
454,CPU,32.0,17.0,149.0,624.0,1700,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
455,CPU,22.0,12.0,118.0,1400.0,1400,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
456,CPU,32.0,35.0,131.0,504.0,2200,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
457,CPU,28.0,65.0,246.0,1178.0,3500,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
458,CPU,90.0,25.0,125.0,114.0,1800,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Some useable space
459,CPU,65.0,45.0,77.0,122.0,2400,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
460,CPU,32.0,45.0,216.0,1160.0,2200,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Considerable useable space
461,CPU,130.0,82.0,193.0,106.0,1400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
462,CPU,7.0,200.0,74.0,3800.0,2200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
463,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
464,CPU,90.0,67.0,84.0,69.0,2200,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
465,CPU,130.0,62.0,193.0,106.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
466,CPU,65.0,95.0,285.0,450.0,2500,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
467,CPU,130.0,30.0,131.0,55.0,1700,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
468,CPU,90.0,35.0,103.0,81.0,1800,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
469,CPU,45.0,65.0,117.0,410.0,3400,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Some useable space
470,CPU,45.0,13.0,66.0,176.0,1834,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
471,CPU,7.0,200.0,74.0,3800.0,2000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
472,CPU,22.0,35.0,177.0,1400.0,2600,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
473,CPU,22.0,130.0,257.0,1860.0,3400,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
474,CPU,130.0,45.0,101.0,63.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
475,CPU,130.0,89.0,193.0,106.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
476,CPU,45.0,80.0,263.0,731.0,2266,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
477,CPU,90.0,35.0,125.0,114.0,2400,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Some useable space
478,CPU,14.0,65.0,192.0,4800.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
479,CPU,22.0,54.0,177.0,1400.0,2800,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
480,CPU,22.0,47.0,264.0,1400.0,2400,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
481,CPU,90.0,125.0,235.0,227.0,2800,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Most useable space
482,CPU,45.0,3.0,65.0,140.0,1500,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
483,CPU,32.0,35.0,149.0,624.0,2100,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
484,CPU,90.0,110.0,156.0,154.0,2400,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
485,CPU,32.0,73.0,81.0,382.0,3333,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
486,CPU,32.0,35.0,228.0,1178.0,1800,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
487,CPU,32.0,95.0,315.0,1200.0,3300,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
488,CPU,130.0,60.0,80.0,37.0,1667,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
489,CPU,65.0,65.0,77.0,105.0,1600,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
490,CPU,32.0,65.0,131.0,504.0,3100,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
491,CPU,130.0,62.0,80.0,37.0,1667,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
492,CPU,32.0,35.0,131.0,504.0,1800,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
493,CPU,22.0,15.0,118.0,1400.0,1400,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
494,CPU,32.0,40.0,239.0,1170.0,1866,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
495,CPU,90.0,62.0,183.0,154.0,2000,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
496,CPU,12.0,250.0,213.0,19200.0,3000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
497,CPU,28.0,15.0,124.0,1200.0,3000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
498,CPU,130.0,82.0,193.0,106.0,2400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
499,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
500,CPU,45.0,65.0,258.0,758.0,2400,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
501,CPU,22.0,130.0,160.0,1400.0,3500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
502,CPU,45.0,140.0,258.0,758.0,3400,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
503,CPU,14.0,180.0,213.0,9600.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
504,CPU,45.0,45.0,169.0,300.0,2300,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Considerable useable space
505,CPU,12.0,15.0,210.0,4940.0,2300,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
506,CPU,180.0,72.0,120.0,37.0,1400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
507,CPU,45.0,125.0,258.0,758.0,3400,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
508,CPU,65.0,65.0,118.0,221.0,2000,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
509,CPU,130.0,55.0,193.0,106.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
510,CPU,7.0,25.0,156.0,9800.0,1800,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
511,CPU,45.0,80.0,258.0,758.0,3500,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
512,CPU,130.0,82.0,193.0,106.0,1600,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
513,CPU,32.0,25.0,246.0,1178.0,1700,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
514,CPU,130.0,89.0,193.0,69.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
515,CPU,90.0,67.0,83.0,69.0,2200,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
516,CPU,90.0,89.0,220.0,154.0,2800,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
517,CPU,32.0,65.0,228.0,1178.0,2100,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
518,CPU,32.0,15.0,246.0,1178.0,1500,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
519,CPU,45.0,95.0,258.0,758.0,2500,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
520,CPU,32.0,35.0,81.0,382.0,2534,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
521,CPU,14.0,35.0,192.0,4800.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
522,CPU,32.0,115.0,315.0,2400.0,2400,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
523,CPU,130.0,30.0,193.0,106.0,1400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
524,CPU,45.0,2.0,26.0,47.0,1867,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
525,CPU,7.0,180.0,74.0,3800.0,2500,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
526,CPU,45.0,80.0,263.0,731.0,2266,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
527,CPU,90.0,84.0,109.0,125.0,3060,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
528,CPU,130.0,89.0,193.0,106.0,2200,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
529,CPU,45.0,65.0,117.0,410.0,2900,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Some useable space
530,CPU,45.0,95.0,169.0,300.0,3200,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Considerable useable space
531,CPU,65.0,95.0,435.0,1328.0,2500,Intel,Compact(45-90nm),Microscopic(410-1178nm),Most useable space
532,CPU,32.0,35.0,149.0,624.0,2400,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
533,CPU,32.0,85.0,316.0,2400.0,1600,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
534,CPU,28.0,65.0,246.0,1178.0,3100,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
535,CPU,22.0,150.0,160.0,1400.0,2300,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
536,CPU,14.0,170.0,213.0,4800.0,2100,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
537,CPU,90.0,84.0,109.0,125.0,2933,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
538,CPU,130.0,82.0,193.0,106.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
539,CPU,65.0,65.0,285.0,450.0,1800,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
540,CPU,22.0,95.0,160.0,1400.0,2500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
541,CPU,90.0,59.0,1.0,154.0,2400,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
542,CPU,7.0,240.0,74.0,3800.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
543,CPU,28.0,65.0,246.0,1178.0,3500,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
544,CPU,14.0,65.0,192.0,4800.0,3000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
545,CPU,32.0,17.0,246.0,1178.0,2000,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
546,CPU,45.0,65.0,82.0,228.0,3067,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
547,CPU,90.0,45.0,3.0,154.0,2400,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
548,CPU,22.0,37.0,118.0,1400.0,2000,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
549,CPU,130.0,51.0,80.0,37.0,1533,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
550,CPU,22.0,47.0,264.0,1400.0,2800,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
551,CPU,45.0,95.0,82.0,456.0,2500,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Least useable space
552,CPU,45.0,65.0,82.0,228.0,2933,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
553,CPU,90.0,88.0,112.0,125.0,3067,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Some useable space
554,CPU,45.0,65.0,107.0,410.0,2833,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
555,CPU,130.0,68.0,80.0,37.0,2083,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
556,CPU,45.0,95.0,258.0,758.0,3200,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
557,CPU,130.0,68.0,101.0,63.0,2083,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
558,CPU,130.0,89.0,193.0,105.0,2400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
559,CPU,45.0,95.0,169.0,300.0,3300,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Considerable useable space
560,CPU,130.0,89.0,193.0,106.0,2200,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
561,CPU,7.0,155.0,74.0,3800.0,2200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
562,CPU,45.0,130.0,263.0,731.0,3066,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
563,CPU,32.0,35.0,81.0,382.0,2400,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
564,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
565,CPU,45.0,80.0,258.0,758.0,3200,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
566,CPU,90.0,27.0,84.0,140.0,1730,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
567,CPU,65.0,95.0,285.0,450.0,2500,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
568,CPU,22.0,115.0,160.0,1400.0,2000,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
569,CPU,14.0,95.0,160.0,1400.0,3500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
570,CPU,32.0,65.0,228.0,1178.0,2700,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
571,CPU,7.0,105.0,74.0,3800.0,3500,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
572,CPU,130.0,62.0,193.0,106.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
573,CPU,12.0,65.0,192.0,4800.0,3400,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
574,CPU,22.0,100.0,160.0,1400.0,2200,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
575,CPU,32.0,130.0,435.0,2270.0,3200,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
576,CPU,130.0,73.0,146.0,55.0,2000,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
577,CPU,45.0,95.0,82.0,456.0,2500,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Least useable space
578,CPU,32.0,73.0,81.0,382.0,2800,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
579,CPU,130.0,66.0,131.0,55.0,2667,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
580,CPU,22.0,45.0,160.0,1480.0,2400,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
581,CPU,32.0,95.0,216.0,1160.0,3500,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Considerable useable space
582,CPU,130.0,89.0,193.0,106.0,2400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
583,CPU,7.0,35.0,156.0,9800.0,3000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
584,CPU,90.0,51.0,84.0,69.0,2000,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
585,CPU,65.0,35.0,143.0,293.0,2333,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
586,CPU,22.0,25.0,118.0,1400.0,1600,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
587,CPU,65.0,65.0,285.0,450.0,2100,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
588,CPU,32.0,35.0,131.0,504.0,2600,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
589,CPU,90.0,115.0,109.0,125.0,3400,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
590,CPU,45.0,95.0,258.0,758.0,2600,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
591,CPU,22.0,165.0,160.0,1400.0,2500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
592,CPU,45.0,65.0,82.0,228.0,3200,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
593,CPU,45.0,130.0,263.0,731.0,2800,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
594,CPU,130.0,55.0,193.0,106.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
595,CPU,65.0,95.0,285.0,450.0,2400,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
596,CPU,32.0,65.0,228.0,1178.0,2200,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
597,CPU,32.0,17.0,246.0,1178.0,2200,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
598,CPU,28.0,95.0,246.0,1178.0,3500,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
599,CPU,90.0,65.0,220.0,154.0,2000,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
600,CPU,12.0,15.0,210.0,4940.0,2100,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
601,CPU,180.0,61.0,217.0,42.0,1600,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
602,CPU,22.0,35.0,177.0,1400.0,2800,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
603,CPU,90.0,115.0,109.0,125.0,3000,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
604,CPU,32.0,65.0,131.0,504.0,3300,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
605,CPU,130.0,24.0,100.0,77.0,1600,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
606,CPU,90.0,84.0,109.0,125.0,3200,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
607,CPU,130.0,62.0,193.0,106.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
608,CPU,65.0,95.0,140.0,376.0,3000,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
609,CPU,45.0,45.0,169.0,300.0,2200,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Considerable useable space
610,CPU,22.0,15.0,118.0,1300.0,1700,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
611,CPU,65.0,45.0,77.0,122.0,2700,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
612,CPU,130.0,62.0,80.0,37.0,1667,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
613,CPU,90.0,35.0,125.0,114.0,2000,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Some useable space
614,CPU,65.0,35.0,111.0,293.0,2000,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
615,CPU,22.0,15.0,118.0,1400.0,1700,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
616,CPU,180.0,55.0,217.0,42.0,1400,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
617,CPU,45.0,3.0,26.0,47.0,1600,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
618,CPU,32.0,35.0,246.0,1178.0,2100,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
619,CPU,90.0,65.0,220.0,154.0,2000,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
620,CPU,28.0,6.0,124.0,1200.0,1800,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
621,CPU,130.0,24.0,100.0,77.0,1500,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
622,CPU,130.0,25.0,144.0,69.0,1600,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
623,CPU,45.0,35.0,107.0,410.0,2000,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
624,CPU,65.0,65.0,143.0,291.0,1866,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
625,CPU,65.0,65.0,126.0,154.0,2100,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
626,CPU,130.0,45.0,101.0,63.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
627,CPU,65.0,95.0,140.0,376.0,3200,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
628,CPU,180.0,72.0,150.0,37.0,1733,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
629,CPU,32.0,35.0,131.0,504.0,2500,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
630,CPU,65.0,31.0,90.0,151.0,1600,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
631,CPU,130.0,89.0,193.0,105.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
632,CPU,22.0,54.0,177.0,1400.0,3000,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
633,CPU,90.0,84.0,109.0,125.0,2933,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
634,CPU,45.0,130.0,263.0,731.0,2933,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
635,CPU,65.0,65.0,143.0,291.0,2133,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
636,CPU,45.0,35.0,107.0,410.0,2200,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
637,CPU,32.0,45.0,228.0,1178.0,1700,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
638,CPU,180.0,70.0,150.0,37.0,1667,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
639,CPU,45.0,130.0,263.0,731.0,3200,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
640,CPU,32.0,130.0,239.0,1170.0,2933,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
641,CPU,32.0,55.0,216.0,1160.0,2700,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Considerable useable space
642,CPU,45.0,65.0,107.0,410.0,3166,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
643,CPU,65.0,65.0,118.0,221.0,1800,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
644,CPU,65.0,65.0,77.0,105.0,1600,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
645,CPU,14.0,170.0,213.0,4800.0,2500,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
646,CPU,130.0,45.0,101.0,63.0,1862,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
647,CPU,32.0,25.0,246.0,1178.0,2000,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
648,CPU,32.0,100.0,228.0,1178.0,2700,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
649,CPU,28.0,15.0,124.0,1200.0,3100,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
650,CPU,22.0,47.0,264.0,1400.0,2200,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
651,CPU,32.0,17.0,246.0,1303.0,1900,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
652,CPU,45.0,130.0,263.0,731.0,2933,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
653,CPU,32.0,65.0,246.0,1178.0,3400,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
654,CPU,28.0,10.0,124.0,1200.0,2400,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
655,CPU,130.0,62.0,101.0,63.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
656,CPU,45.0,65.0,82.0,228.0,2200,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
657,CPU,65.0,35.0,111.0,293.0,1800,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
658,CPU,32.0,115.0,315.0,2400.0,2800,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
659,CPU,90.0,135.0,213.0,200.0,2667,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
660,CPU,90.0,62.0,84.0,63.0,1800,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
661,CPU,45.0,9.0,87.0,176.0,1500,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
662,CPU,32.0,35.0,246.0,1178.0,2300,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
663,CPU,32.0,35.0,149.0,624.0,2400,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
664,CPU,22.0,130.0,160.0,1400.0,3300,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
665,CPU,45.0,65.0,82.0,456.0,2666,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Least useable space
666,CPU,65.0,95.0,140.0,376.0,2800,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
667,CPU,65.0,95.0,285.0,450.0,2400,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
668,CPU,45.0,95.0,258.0,758.0,3000,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
669,CPU,22.0,69.0,160.0,1400.0,3100,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
